Original Sentence,Cleaned Sentence,BERTopic Topic,Topic Probability,Predefined Topic
"Y pos yo no sabía, no guardé la, los tres días, sino a los dos días ahí voy a trabajar, y no me pagaron, los dos días que falté, no",pos sabía guardé tres días sino dos días ahí voy trabajar pagaron dos días falté,123,0.658138764356727,Violence
"Entonces yo cuando dejaba los centavitos, a veces se los daba yo al mayordomo que me los guardara",entonces dejaba centavitos veces daba mayordomo guardara,295,0.5262158621336106,Violence
"Pero afortunadamente lleva parte de lo que yo mandaba para acá yo me guardaba unos $10, $20 dólares para lo que se ofreciera y ya, dice: “Bueno, pos si quieres llévate algo, yo tengo”",afortunadamente lleva parte mandaba acá guardaba 10 20 dólares ofreciera dice bueno pos si quieres llévate,2,1.0,Violence
"Y ahí estuvimos, el ranchito, el lugar donde nos fuimos se llamaba El Álamo, ahí estuvimos",ahí ranchito lugar llamaba álamo ahí,50,1.0,Violence
Y luego los cocineros que no abrían el comedor porque nosotros llegábamos derechito al comedor para irse a medio dormir y no,luego cocineros abrían comedor llegábamos derechito comedor irse medio dormir,-1,0.0,Violence
"Es que cuando estuvimos aquí la primer vez compramos una, entre cuatro, cinco compramos una carcachita que nos costó $30 dólares",aquí primer vez compramos cuatro cinco compramos carcachita costó 30 dólares,2,1.0,Violence
"No, yo compraba un cheque de banco y este, me lo guardaba muy bien y el que quería traer dinero, pos ya era cosa de él",compraba cheque banco guardaba bien quería traer dinero pos cosa,58,0.21120403527020706,Violence
"Y ya digo lo mío, pos allá digamos, lo guardaba y lo tenía cuando yo venía",digo pos allá digamos guardaba venía,-1,0.0,Violence
"Yo nunca le he dicho a ella, ni a él, pero sí, ya con esto que usted se está mirando, con este Gobierno que tenemos, hay que estar bien derechito",nunca dicho usted mirando gobierno bien derechito,94,0.7554114542318692,Violence
"CR:	Su librito, no, es como, pos creo que es libro, sí, librito, este, ahí lo tengo guardado",cr librito pos creo libro librito ahí guardado,-1,0.0,Violence
"CR:	No, pos igual me acuerdo, hay muchas historias, me acuerdo, lo guardo bien, bien",cr pos igual acuerdo muchas historias acuerdo guardo bien bien,385,1.0,Violence
"O sea la estación de Apulco y Metepec, el ranchito está en medio, entonces había más conocidos en la estación de Apulco que en Metepec, pues no había muchos, pero no había correo ahí, siendo el municipio no había correo, creo que ni hay",estación apulco metepec ranchito medio entonces conocidos estación apulco metepec pues correo ahí siendo municipio correo creo,-1,0.0,Violence
"Iba un muchachito de Guerrero, de Morelos, como de unos quince años yo creo, yo lo vi muy jovencito y cortó unas matas de lechuga con el azadón y el mayordomo fue y le dio una cachetada, el japonés",iba muchachito guerrero morelos quince años creo vi jovencito cortó unas matas lechuga azadón mayordomo dio cachetada japonés,127,0.6660754809967632,Violence
"20 centavos y se va derechito a una coladera y, ¡chin pa adentro",20 centavos va derechito coladera chin pa adentro,2,0.8578690499474967,Violence
"Ya de ahí salí, pero ya no salí a la carretera, entonces atravesé todo el algodonal y me fui derechito al Campo Estrella",ahí salí salí carretera entonces atravesé algodonal derechito campo estrella,170,0.9642290881669751,Violence
"Tu dinero déjamelo aquí, yo te lo guardo, cuando tú lo necesites pídemelo”",dinero déjamelo aquí guardo necesites pídemelo,5,1.0,Violence
"Ahí estuvimos con él, este Raúl precisamente el que le digo que era de Tlaxcala, era amigo de el Indio, el que andaba de guardaespaldas con Pedro, un grandote, el que era motociclista",ahí raúl precisamente digo tlaxcala amigo indio andaba guardaespaldas pedro grandote motociclista,222,1.0,Violence
"Y después cuando estaba yo allá en Madero y Palma, conocí a una señora que fue, no sé si fue esposa o amante de ese mentado Indio, del guardaespaldas de Pedro y tenía un hijo de él y lo llevó a platicar conmigo esa señora",después allá madero palma conocí señora sé si esposa amante mentado indio guardaespaldas pedro hijo llevó platicar conmigo señora,-1,0.0,Violence
"Máquinas gigantescas trabajando, yo no sé qué guarden en ese cerro o qué hacen o qué hacían, porque dicen que todo el cerro ese está agujerado, ahí donde estaba en Arizona",máquinas gigantescas trabajando sé guarden cerro hacen hacían dicen cerro agujerado ahí arizona,69,0.48591264501475384,Violence
"Él en el día casi no comía, un sandwichito partido en dos con mermelada, era lo que comía",día casi comía sandwichito partido dos mermelada comía,269,0.41403853334756546,Violence
"Sí, bueno, lo que le vuelvo a mencionar, lo que ahorraron nosotros lo ganamos y mis padres lo guardan y ellos nos los compraron",bueno vuelvo mencionar ahorraron ganamos padres guardan compraron,-1,0.0,Violence
GC:	Llegaba uno derechito a bañarse porque no le daban de cenar si no se iba a bañar,gc llegaba derechito bañarse daban cenar si iba bañar,-1,0.0,Violence
"GC:	Y fíjese que nomás guardé ese que tengo ahí, nomás",gc fíjese nomás guardé ahí nomás,236,0.7964980863294304,Violence
"VD:	Como un neceser así, una cajita para guardar los cosméticos",vd neceser así cajita guardar cosméticos,99,0.937650708042453,Violence
"La cajita todavía está, todavía la tenemos con, pos con papeles que tiene uno ahí guardado",cajita todavía todavía pos papeles ahí guardado,42,1.0,Violence
"Y yo me salí del sanatorio, yo ganaba $15 pesos porque yo era peluquero, era enfermero, era carpintero y les ayudaba a inyectar a los dotores en la noche, cuando me tocaba de guardia",salí sanatorio ganaba 15 pesos peluquero enfermero carpintero ayudaba inyectar dotores noche tocaba guardia,2,1.0,Violence
", floja, siempre todo el tiempo me ha gustado trabajar y guardar mi dinero",floja siempre tiempo gustado trabajar guardar dinero,-1,0.0,Violence
Ya Hitler estaba abarcando muchísimos países por Europa y matando gente y todo eso,hitler abarcando muchísimos países europa matando gente,-1,0.0,Violence
"LS:	Pero yo entonces ya, ya fui yo astuto, ya cheque que guardaba yo iba ahorrando mi dinero, por eso, por eso es que compré yo esa casa, si no tuviera yo acá así, si me ha atenido a mi tía, no que me roba, me va a querer o me va, así estuviera, verdad de Dios",ls entonces astuto cheque guardaba iba ahorrando dinero compré casa si acá así si atenido tía roba va querer va así verdad dios,-1,0.0,Violence
"No, ya, ya este, pues estaba uno dispuesto, digo si pues hubiera ganado Hitler la batalla, a la mejor hasta, hasta nosotros hubiéramos sido, nos hubieran agarrado allá",pues dispuesto digo si pues ganado hitler batalla mejor sido agarrado allá,-1,0.0,Violence
"En el radio, donde quiera, lo de Hitler estaba haciendo mucha matazón y que, y ya invadió Polonia, que París, que Francia y está haciendo, pues cordones de mujeres, hombres, niños, todos a las cámaras de gases y todo",radio quiera hitler haciendo mucha matazón invadió polonia parís francia haciendo pues cordones mujeres hombres niños cámaras gases,-1,0.0,Violence
"Creo por ahí tienen mis hijos unos libros que compré, ahí, por ejemplo, Los Hornos de Hitler",creo ahí hijos libros compré ahí ejemplo hornos hitler,-1,0.0,Violence
"Pero caí a otro ranchito ya jue el [19]50, caímos a otro ranchito, pero ya nos contratamos en Chihuahua",caí ranchito jue 1950 caímos ranchito contratamos chihuahua,-1,0.0,Violence
"Ya oímos que le dijo a la señora: “Cuando veas a esos muchachos dales lechita, dales ahí panecito, dales comida”",oímos dijo señora veas muchachos dales lechita dales ahí panecito dales comida,-1,0.0,Violence
"Te voy a decir por qué mira, una vez estando yo en Stockton, que estábanos con calma, andábanos tumbando el elote, lo desahijamos la milpa chiquita, después ya más grande, y luego ya estaba en elote, cuando estaba el elote te dan unas brochitas con que se enjabonaba uno pa hacerse la rasura y un bote de polvo",voy decir mira vez stockton estábanos calma andábanos tumbando elote desahijamos milpa chiquita después grande luego elote elote dan unas brochitas enjabonaba pa hacerse rasura bote polvo,-1,0.0,Violence
"Ese bote, esa brochita la metes al bote y se lo vas echando al elote en los cabellitos que salen del elote pa que no le entren gusanos y se quede el grano",bote brochita metes bote vas echando elote cabellitos salen elote pa entren gusanos quede grano,-1,0.0,Violence
"Pero en la estación del tren, de ferrocarril en Mexicali había un señor del rancho de nosotros, se llamaba José Guerrero, taba mochito de una mano",estación tren ferrocarril mexicali señor rancho llamaba josé guerrero taba mochito mano,208,1.0,Violence
"Pero en eso llegaba un viejito, lo vimos muchas veces y entonces sin darnos cuenta, llegaba el viejito, llegaba un carro y lo dejaba ahí en la estación del tren y platicaba mucho con ese José Guerrero del rancho de nosotros, era mochito mucho platicaba con él, pero no sé, un día le dijo un cuñado mío que se llamaba Concepción Cano, dice: “Oye Guerrero, ¿quién es éste",llegaba viejito vimos muchas veces entonces darnos cuenta llegaba viejito llegaba carro dejaba ahí estación tren platicaba josé guerrero rancho mochito platicaba sé día dijo cuñado llamaba concepción cano dice oye guerrero quién éste,8,0.7998648320142002,Violence
Diario lo llevaba a la estación de tren a platicar con ese mochito porque estaba más fresco ahí y ésa era su vida del viejito,diario llevaba estación tren platicar mochito fresco ahí ésa vida viejito,14,0.46471454793256767,Violence
JG:	Pos uno con otro porque pos ahí  mochito como quedaba,jg pos pos ahí mochito quedaba,99,0.9634507294513848,Violence
"VD:	No directamente en el campo, sino, digamos como, les digamos en la retaguardia productiva, eso",vd directamente campo sino digamos digamos retaguardia productiva,-1,0.0,Violence
"MS:	Pues es que ya no me acuerdo exactamente, es que tantos trabajos, por ahí tengo en una, en una carpeta, tengo guardados los contratos, las éstas, contratos y las fechas de más o menos las líneas de trabajo que ahí, que tuve",ms pues acuerdo exactamente tantos trabajos ahí carpeta guardados contratos éstas contratos fechas menos líneas trabajo ahí,4,0.9281114839738774,Violence
"Ya entonces fuimos y hablamos con el mayordomo y le dijimos: “Mire, encontramos esto, este caminito va derechito ahí a ese sótano”",entonces hablamos mayordomo dijimos mire encontramos caminito va derechito ahí sótano,-1,0.0,Violence
"MS:	Porque era, sí, porque era este, para mí, dijo que era, era, es un este, como almacén de las cosas del ferrocarril, ahí guardaban durmientes o lo que fuera, ¿no",ms dijo almacén cosas ferrocarril ahí guardaban durmientes,14,0.8826533294489738,Violence
"Y, ah, ya me acordé, ve está bien trabajando, ese sótano era juntitito a donde estaba una este, un cuartucho donde guardaban los estos, los, ¿cómo se llaman",ah acordé bien trabajando sótano juntitito cuartucho guardaban cómo llaman,50,1.0,Violence
"Ése estaba juntitito a una, a una de esas casetas, casetas de las guardavías, ahí había tres, tres de esos vagoncitos",ése juntitito casetas casetas guardavías ahí tres tres vagoncitos,60,0.6344544437142795,Violence
"Entonces esos, ese cuarto era para guardar todo lo material para la vía, durmientes y placas y tornillos y todo, se los hayan robado o los hayan sacado, quién sabe",entonces cuarto guardar material vía durmientes placas tornillos robado sacado quién sabe,-1,0.0,Violence
", derechito, derechito ya pasamos, pues ya llevaron los contratos, ya teníamos que ya pasar con el contrato, todavía no nos daban esta mica, todavía no nos las daban, hasta que ya llegamos aquí a Hidalgo, aquí dice, bueno esto no dice Hidalgo, ¿verdá",derechito derechito pasamos pues llevaron contratos pasar contrato todavía daban mica todavía daban llegamos aquí hidalgo aquí dice bueno dice hidalgo verdá,4,1.0,Violence
"Ahí taba notificado, pero créeme que yo nuca tuve esa idea de guardar un papel de esos, nunca jamás, no, cuando me vine, tiré todo",ahí taba notificado créeme nuca idea guardar papel nunca jamás vine tiré,42,0.7206275580038856,Violence
", de haber guardado esta mica nada más, porque los demás papelitos, los recibitos de pago y esas cosas",haber guardado mica demás papelitos recibitos pago cosas,5,1.0,Violence
"Y esos borrachitos están ahí en la mañana porque les vende un vino, que dice que son pollas, entonces ese vino según ellos están ahí porque el que va pues, ¿verdá",borrachitos ahí mañana vende vino dice pollas entonces vino según ahí va pues verdá,266,0.7165790794162272,Violence
"Le da un borrachito un, una copa de esas que le dije a usted, se la toma el borracho, ¿verdá",da borrachito copa dije usted toma borracho verdá,155,1.0,Violence
Me traía y por ahí lo guardaba y por ahí en una esquinita me lo comía yo porque no quería la manager que yo comiera ahí,traía ahí guardaba ahí esquinita comía quería manager comiera ahí,-1,0.0,Violence
"HC:	Porque le voy a tener guardado un casete, ¿verdá",hc voy tener guardado casete verdá,-1,0.0,Violence
"Y este, tengo mis trajes, tengo mi par de botas, unas que me traje de Chicago y otras que compré aquí y las tengo guardadas, todo tengo guardado",trajes par botas unas traje chicago compré aquí guardadas guardado,89,0.3036734474636606,Violence
"Las escuadras que había a los dos lados de ese lado, estaban resguardadas, había resguardo que no se metiera más gente por el otro lado, donde están los lados",escuadras dos lados lado resguardadas resguardo metiera gente lado lados,394,1.0,Violence
MG:	A divertirnos ahí para guardarnos el día lunes,mg divertirnos ahí guardarnos día lunes,-1,0.0,Violence
"Pero la gallina era frijoles con papas y un cachito ahí de papa y unos dos frijoles nadando en el caldito, y eso era la gallina con papas, era con papas",gallina frijoles papas cachito ahí papa dos frijoles nadando caldito gallina papas papas,-1,0.0,Violence
"Y que le van echando una, que le van sirviendo su platillo con unos dos cachitos de papa y este, unos dos frijoles nadando",van echando van sirviendo platillo dos cachitos papa dos frijoles nadando,3,0.7698918042136842,Violence
"Bueno, pues otro día igual, le digo yo: “Como que me da espinita ése canijo dueño, sólo eso ha de tener de película, un cachito”, (risas) y le dije yo, le digo, “mira y mira toca”, y les dije a los otros compañeros, “y no, vayan ustedes y verán, a ver si, a ver si se los interrumpen”",bueno pues día igual digo da espinita ése canijo dueño sólo tener película cachito risas dije digo mira mira toca dije compañeros vayan ustedes verán ver si ver si interrumpen,12,0.21611280779497927,Violence
"Ya no anduvo buscando mucho, sí salíamos al pueblito, entrábamos y salíamos por una calle y entrábamos por otra, salíamos tramitos, pa los ranchitos, pa las huertas",anduvo buscando salíamos pueblito entrábamos salíamos calle entrábamos salíamos tramitos pa ranchitos pa huertas,-1,0.0,Violence
"No, no halló más, nomás éramos nosotros, pero ya tenía cuatro o cinco en su guardado que tenía ahí",halló nomás cuatro cinco guardado ahí,111,1.0,Violence
"Le encargué, le daba yo los cheques así como los cobraba, así se los daba a guardar, de $60, de $80, de $40 y ya cuando me dijeron que ya se había acabado la chamba, pues nos venimos",encargué daba cheques así cobraba así daba guardar 60 80 40 dijeron acabado chamba pues venimos,-1,0.0,Violence
"HL:	Sí, allá a la, ahí a los doctores, me acuerdo que me llegó en abril o en mayo; no, en marzo y pues sí, yo fui derechito para allá, pero pos ahí estuvo lo malo",hl allá ahí doctores acuerdo llegó abril mayo marzo pues derechito allá pos ahí malo,52,1.0,Violence
"Porque el primer año nos tocó vivir, nomás dos hombres por cada cuarto, teníamos nuestro espejo, nuestra, nuestro buró y nuestras cajas donde guardábamos nuestra ropa",primer año tocó vivir nomás dos hombres cada cuarto espejo buró cajas guardábamos ropa,216,1.0,Violence
"Teníamos que guardarlo, señorita, porque a eso habíamos ido, a traer dinero, bueno, yo pensé siempre en ir por traer dinero, no por dejarlo allá",guardarlo señorita ido traer dinero bueno pensé siempre ir traer dinero dejarlo allá,5,1.0,Violence
"PC:	El tipo, los mismos tipos que se le podían guardar, este, para hacer, este, en ese tiempo estaba la guerra en, precisamente en Corea",pc tipo mismos tipos podían guardar hacer tiempo guerra precisamente corea,71,0.2905153031438021,Violence
"PC:	Lo que sí nos platicaba, este, en la guerra de, bueno, Hitler, el mayordomo, el que le digo que fue el mayordomo que tuve, que fue una cosa del caos de Estados Unidos, que tuvieron un tiempo que apagar las luces, a las seis de la tarde",pc platicaba guerra bueno hitler mayordomo digo mayordomo cosa caos unidos tiempo apagar luces seis tarde,71,0.6411575092207751,Violence
"VD:	Pero…  PC:	Todo Estados Unidos tenía que estar apagado, en el tiempo de Adolfo Hitler",vd pc unidos apagado tiempo adolfo hitler,35,1.0,Violence
"SP:	Por ahí por un lado de la camita eran camitas angostitas, como ésas de doblar así, camitas angostitas y ahí guardaba uno al pie, en su cabecera al pie de la cama",sp ahí lado camita camitas angostitas ésas doblar así camitas angostitas ahí guardaba pie cabecera pie cama,46,0.8061806619566362,Violence
"Ahí guardábamos chivas, había muchos transas que le volaban a uno sus cosas, pero muchos nos cuidábamos",ahí guardábamos chivas transas volaban cosas cuidábamos,20,1.0,Violence
"Lo juntaba, pues no sé cómo lo guardaba yo muy bien, que ya cuando tenía algo lo mandaba acá a mi hermana y mi hermana lo metía al banco aquí",juntaba pues sé cómo guardaba bien mandaba acá hermana hermana metía banco aquí,8,1.0,Violence
"SP:	Sí le sacaban a uno dinero y si no les quería dar uno, les quitaban su mercancía y el veliz lo traía en la guardarropa, en el equipero del tren",sp sacaban dinero si quería dar quitaban mercancía veliz traía guardarropa equipero tren,14,1.0,Violence
"Y en el durazno o algo, con una manchita que tuviera el durazno, pal, al dompe, a tirarlo",durazno manchita durazno pal dompe tirarlo,239,0.9907370943339892,Violence
"Y no tenía acá a quién mantener pues, nomás a mi mamá le mandaba, pero ella me lo guardaba, ey",acá quién mantener pues nomás mamá mandaba guardaba ey,27,1.0,Violence
"Entonces algunos de ellos yo les dije: “Miren, yo les dije muchas veces que guardaran un poquito de lo que ganaban para cuando nos viniéramos”",entonces dije miren dije muchas veces guardaran poquito ganaban viniéramos,-1,0.0,Violence
"MZ:	Bueno, lo guardaban los papás para seguir comiendo, pos para comer y pa todo",mz bueno guardaban papás seguir comiendo pos comer pa,3,1.0,Violence
Allá nos dábamos cuenta que en el ranchito julano estaba un señor que apunta pa llevar cobrando cierta cantidad,allá dábamos cuenta ranchito julano señor apunta pa llevar cobrando cierta cantidad,-1,0.0,Violence
"Ya en la tarde nos embarcaban, nos daban de comer para lonche unos sandwichitos nomás y allí íbamos en el tren",tarde embarcaban daban comer lonche sandwichitos nomás allí íbamos tren,14,0.30106254781568725,Violence
"MZ:	Sí, porque como te digo, aunque fuera poco, pero si lo sabía uno guardar o ahorrar, pos sí, porque habíamos unos compañeros que pos no ahorraban y se la pasaban en",mz digo aunque si sabía guardar ahorrar pos compañeros pos ahorraban pasaban,5,1.0,Violence
"Te digo, uno no hace caso de nada de sus papeles y antes estos no sé cómo los guardé, la mica, pero todos los contratos, pos no sé, se me perdieron yo creo, o los tiramos o no sé, mi esposa, no sé",digo hace caso papeles sé cómo guardé mica contratos pos sé perdieron creo tiramos sé esposa sé,4,0.7874797300738436,Violence
"Aunque de todas maneras, no hacía uno mucho, porque como iba uno cada año, por ejemplo, lo que traía uno pos llegaba uno al rancho, pos lo guardaba uno nomás que pa su pasaje del año que seguía",aunque todas maneras hacía iba cada año ejemplo traía pos llegaba rancho pos guardaba nomás pa pasaje año seguía,-1,0.0,Violence
"Entonces, ya de allí otra vez, como te digo, nomás guardaba uno su pasaje y lo que le iba uno a pagar al coyote y otro año, ya nomás desde febrero, ya estaba uno al alba pa cuando estuviera apuntando el señor, luego luego, ser de los primeros, luego luego se iba uno de los primeros",entonces allí vez digo nomás guardaba pasaje iba pagar coyote año nomás febrero alba pa apuntando señor luego luego ser primeros luego luego iba primeros,128,0.00633290583090991,Violence
"“No, ahora yo no voy”, guardaba el cheque y ya cuando uno ya tenía como unos tres cheques o cuatro, ya",ahora voy guardaba cheque tres cheques cuatro,58,0.7065328603296736,Violence
"MZ:	Sí, no, pos nos lo pasábamos trabajando, porque pos allá no se guarda y nomás nos acordábamos de cómo andarán acá en México y cosas así",mz pos pasábamos trabajando pos allá guarda nomás acordábamos cómo andarán acá méxico cosas así,-1,0.0,Violence
"CS:	Pues lo guardaba en mi bolsa, allí lo traía",cs pues guardaba bolsa allí traía,278,1.0,Violence
"Y allí el que trabaja levantaba su cosecha, la guardaba pa todo el año, pal siguiente seguía trabajando pa el siguiente año",allí trabaja levantaba cosecha guardaba pa año pal siguiente seguía trabajando pa siguiente año,-1,0.0,Violence
"Y yo trabajaba con negritos, a veces con pochitos y a veces así con, hasta griegos",trabajaba negritos veces pochitos veces así griegos,0,1.0,Violence
"MA:	Los guarda carros, este, el que andaba ahí cuidando el campo, un este, parece que era holandés",guarda carros andaba ahí cuidando campo parece holandés,84,0.8240704399568899,Violence
MA:	Por eso es que guardaba yo coraje de que me había venido antes de terminar el…  VD:	De terminar su contrato,guardaba coraje venido terminar vd terminar contrato,4,1.0,Violence
"MA:	Sí, porque del ranchito on tábamos nosotros, nomás era una casa y un establo que estaba ahí, un ranchito onde nos vendían leche",ranchito tábamos nomás casa establo ahí ranchito onde vendían leche,192,0.15259382004645816,Violence
"Que allá sí sembraban se daba el maicito, pero en veces no te ajustaba ni pa la temporada, porque la costumbre de allá, es sembrar en las aguas, se daba como su maicito lo recogían y lo guardaban, para seguir viviendo porque no había más trabajos, no había en ninguna, nada",allá sembraban daba maicito veces ajustaba pa temporada costumbre allá sembrar aguas daba maicito recogían guardaban seguir viviendo trabajos ninguna,47,0.46828983547955616,Violence
"Pues era un ranchito muy… Yo la televisión vine a conocerla, yo creo que ya casi como de cuarenta años, yo",pues ranchito televisión vine conocerla creo casi cuarenta años,470,1.0,Violence
"Algodón lo siembran tupido el algodón y nos daban el azadoncito como así de anchito, ¿sabe lo qué es azadón",algodón siembran tupido algodón daban azadoncito así anchito sabe azadón,7,1.0,Violence
"LZ:	Pues no guardaba mucho, pero sí, pos podíamos mantenernos y…  AA:	¿Ahí también cocinaban ustedes",lz pues guardaba pos podíamos mantenernos aa ahí cocinaban ustedes,109,0.6890654095366576,Violence
"Pues todavía el maíz, el frijol y todo eso sí, lo guardaba uno pa todo el año, pero lo demás tenía uno que venderlo",pues todavía maíz frijol guardaba pa año demás venderlo,44,0.22597312610091694,Violence
MG:	Pos también pa mantenernos lo poquito que llevábamos lo guardábanos para mal comer,mg pos pa mantenernos poquito llevábamos guardábanos mal comer,147,0.5349146197857321,Violence
"Se iba uno a trabajar, entonces se apuntaba uno, entonces ya le daban de comer, pero si no iba a trabajar, si no se trabajaba, tenía uno que pagar la comida y había muchos que por guardar sus centavos a veces no iban a comer",iba trabajar entonces apuntaba entonces daban comer si iba trabajar si trabajaba pagar comida guardar centavos veces iban comer,-1,0.0,Violence
"No, pos guardarlo todo lo que podía uno, tratar de… Había veces que cuando se venía uno de allá, se venía uno con dinero que no era de uno, alguien se lo prestaba para poder venir",pos guardarlo podía tratar veces venía allá venía dinero alguien prestaba poder venir,-1,0.0,Violence
"JH:	Valle es un pueblo grande y el ranchito es, es como un, como vamos suponiendo como Chular y Salinas",jh valle pueblo grande ranchito vamos suponiendo chular salinas,79,0.35423894695829267,Violence
"Salimos adelante, y un día de tantos, fíjese, yo una cosechita de trigo de mi parcela que me, que me hice de $80 pesos",salimos adelante día tantos fíjese cosechita trigo parcela hice 80 pesos,44,0.2820720645383372,Violence
"JH:	En el pantalón, estaban bien guardaditos, bien amarraditos, y luego dice el señor portugués le dio mucha admiración, dijo: “Hoy mismo lo llevas a que te los cambien en Far Ball [Fallbrook] y si no te los cambias, me los llevas pa, pa renovártelos”",jh pantalón bien guardaditos bien amarraditos luego dice señor portugués dio mucha admiración dijo hoy mismo llevas cambien far ball fallbrook si cambias llevas pa pa renovártelos,-1,0.0,Violence
"Pero nos daban $45 o $46, y los traiba bien guardados, no los cambiaba",daban 45 46 traiba bien guardados cambiaba,11,1.0,Violence
"Entonces, ya como quiera hice el dinero y lo traiba bien guardado",entonces quiera hice dinero traiba bien guardado,5,1.0,Violence
"Eran livianitos los sacos, y aquí, este que tenía aquí, tenía dos ganchitos, nos atravesábamos y en un ratitito los llenábanos, hasta la mesa",livianitos sacos aquí aquí dos ganchitos atravesábamos ratitito llenábanos mesa,-1,0.0,Violence
"Y la llenábanos y bien la apretábanos, cuando ya se llenaba la parábamos, quedaba parada derechita",llenábanos bien apretábanos llenaba parábamos quedaba parada derechita,20,0.9963128163040641,Violence
"AM:	Nos dejaban llevar nuestra ropita, tu pantalón, tus zapatos, tu cachuchita o tu… O pues no, no alcanzaba pa tejana, pues, ¿cómo",dejaban llevar ropita pantalón zapatos cachuchita pues alcanzaba pa tejana pues cómo,89,0.23368927293576358,Violence
"Esa vez me tocó un cuchillo muy bueno, digo yo: A ver si lo guardo, pa que me toque mañana",vez tocó cuchillo bueno digo ver si guardo pa toque mañana,152,0.6215336035289641,Violence
) que me toca se me hace y más bien me caía un billetito de $20 y yo lo guardaba y yo lo guardaba,toca hace bien caía billetito 20 guardaba guardaba,11,1.0,Violence
"Pero alguien, habemos de todas las personas unos que guardamos algo y otros que nada, alguien le llevó un plato con caldo de ese que nos habían dado",alguien habemos todas personas guardamos alguien llevó plato caldo dado,-1,0.0,Violence
"Pero nos pasábamos los jóvenes en ese tiempo, yo allá cuando estaba en Wisconsin… A veces aprende uno muchas cosas y yo tuve amigos que eran borrachitos, les gustaba ir a las cantinas allá y se iban a la cantina, a veces de que me llevaban unas botellas de wine o me llevaban algunas cervezas",pasábamos jóvenes tiempo allá wisconsin veces aprende muchas cosas amigos borrachitos gustaba ir cantinas allá iban cantina veces llevaban unas botellas wine llevaban cervezas,65,0.15238194697842206,Violence
"Ya después últimamente ya me metí de guardia, ahí en una escuela pasando muchachillos",después últimamente metí guardia ahí escuela pasando muchachillos,38,0.36445106943375777,Violence
"Y yo cuando me quería irme, yo hacía puros money orders a nombre mío y los iba guardando",quería irme hacía puros money orders nombre iba guardando,5,1.0,Violence
"AZ:	Pues a veces que lo guardaba uno, en alguna cosa lo guardaba",az pues veces guardaba alguna cosa guardaba,76,0.6481685926197446,Violence
"En una ocasión yo guardé, pues eran como $1,000 dólares y el mayordomo fue allá a agarrar unas cosas y vio el dinero y me dijo: “¿Por qué tienes el dinero ahí",ocasión guardé pues 1000 dólares mayordomo allá agarrar unas cosas vio dinero dijo dinero ahí,2,0.7972116433455412,Violence
"Yo voy a irme a México a… Tenía yo una mediana bolita por aquí de una hernia, en el trabajo y me dice: “Mira, te vamos a dar todo lo que tienes tú guardado aquí en la compañía”",voy irme méxico mediana bolita aquí hernia trabajo dice mira vamos dar guardado aquí compañía,-1,0.0,Violence
"Me quitaban un 5% de mi cheque para guardármelo y allí ganaba intereses, equis cosa",quitaban 5 cheque guardármelo allí ganaba intereses equis cosa,58,0.24763142719129141,Violence
Ella va a ser muchachita ya adulta y va a ver que así se puede mover ella”,va ser muchachita adulta va ver así puede mover,-1,0.0,Violence
"“Guarde usted sus papeles, de México necesitamos estos papeles, estos otros, estos otros",guarde usted papeles méxico necesitamos papeles,-1,0.0,Violence
"(entrevista interrumpida)  JH:	En total de que mi niña, mi muchachita ahora es una adulta ya",entrevista interrumpida jh total niña muchachita ahora adulta,205,0.7299519854925659,Violence
"Pos me hago el ánimo, porque digo: “Bueno, pues nosotros ya estamos mayores y ya no le vamos a durar mucho a esta niña, a esta muchachita”",pos hago ánimo digo bueno pues mayores vamos durar niña muchachita,-1,0.0,Violence
"Y allí estoy y ahí estoy ahora pues no con problemas, porque pues mi muchachita pues es muy junta conmigo y muy precavida para todo, ¿verdad",allí ahí ahora pues problemas pues muchachita pues junta conmigo precavida verdad,-1,0.0,Violence
"Y luego una trojita, una de guardar maíz, porque pos yo ya iba ser ranchero",luego trojita guardar maíz pos iba ser ranchero,44,0.08593167438445905,Violence
"”  At the moment that I said that, the security guard came—he was really a very big güero because I didn’t even reach his shoulder",moment said security guard camehe really big güero didnt even reach shoulder,-1,0.0,Violence
”  So when we got out of the river there was a big slope and there were some drug smugglers there and I saw them suddenly and I shot twice and he says: “Stop your bullshit already,got river big slope drug smugglers saw suddenly shot twice says stop bullshit already,61,0.9092260487075126,Violence
"Pues pasa la guardarraya de Texas y luego de Arkansas, ahí es donde está Santa Anna en la guardarraya de Texas con su libro ansina",pues pasa guardarraya texas luego arkansas ahí santa anna guardarraya texas libro ansina,17,0.19140096928021746,Violence
"AR:	Pues sí se enojaban: “Shit, God damn it, son of a bitch”",ar pues enojaban shit god damn bitch,-1,0.0,Violence
"AF:	Lo mandaron ahí a un ranchito cerca de, ahí por, más arribita de McAllen, que se llama creo Mission, Mission, Texas entre McAllen y, ¿qué está por ahí",af mandaron ahí ranchito cerca ahí arribita mcallen llama creo mission mission texas mcallen ahí,17,0.4237076317609539,Violence
"Entonces ya eso la preocupaba y, y… Y pos me mandaba cosas tristes ahí que estoy que: “No, mamá, yo aquí guardo para la hora que yo quiera me regreso, lo que yo le mando eso es otra cosa”",entonces preocupaba pos mandaba cosas tristes ahí mamá aquí guardo hora quiera regreso mando cosa,27,0.9863864836240612,Violence
