Original Sentence,Cleaned Sentence,BERTopic Topic,Topic Probability,Predefined Topic
"Well, 1,000 pesos were needed at minimum for passage [to the United States], and you didn’t know if luck was on your side—whether you would be able to be contracted in the United States or not",well 1000 pesos needed minimum passage united states didnt know luck sidewhether would able contracted united states,2,1.0,Migration Motivation
"We came to the contracting center in Monterrey, Nuevo León",came contracting center monterrey nuevo león,393,1.0,Migration Motivation
"In that time 1,500 braceros from the municipality of Manuel Doblado, Guanajuato went [to the contracting center]",time 1500 braceros municipality manuel doblado guanajuato went contracting center,79,0.25327897750308875,Migration Motivation
"In Monterrey all the lists from the different states arrived, and we had to wait there for almost a month to be contracted",monterrey lists different states arrived wait almost month contracted,-1,0.0,Migration Motivation
"So we stayed another week on the border, which was Piedras Negras, because a lot of men leave from the contracting center in Piedras Negras [it was a heavily populated contracting center]",stayed another week border piedras negras lot men leave contracting center piedras negras heavily populated contracting center,-1,0.0,Migration Motivation
whatever the ranchers who were going to contract braceros in Piedras Negras requested,whatever ranchers going contract braceros piedras negras requested,1,1.0,Migration Motivation
Then we came over here to Empalme and it took almost two months for us to be contracted for California,came empalme took almost two months us contracted california,125,0.9631594379309342,Migration Motivation
JL:	No because they gave you a number when you entered the contracting [center],jl gave number entered contracting center,74,0.9653724061431085,Migration Motivation
"In California, I did because, well, like any other job for money, if it’s by contract, well, you need to keep a log of basically what you did per day, what you did per week, what you did per two weeks",california well like job money contract well need keep log basically per day per week per two weeks,21,0.2705926704349627,Migration Motivation
How could we make claims when it took two days to get to the contracting center,could make claims took two days get contracting center,-1,0.0,Migration Motivation
"On the other hand, if they didn’t cut your contract [short], they left you in the field [saying], “We don’t need you today",hand didnt cut contract short left field saying dont need today,4,1.0,Migration Motivation
JL:	When I returned to México I thought that the bad spell of poverty had passed because my brother and I accumulated some few cents and began to work,jl returned méxico thought bad spell poverty passed brother accumulated cents began work,293,1.0,Migration Motivation
"So I said to my brother, “Well now we have more reason to go to the contracting [center]",said brother well reason go contracting center,8,1.0,Migration Motivation
"it’s because when you arrived at the contracting center in Monterrey, two or three people came with the same number",arrived contracting center monterrey two three people came number,74,0.43116409721034943,Migration Motivation
"I am going to give you 1,000 pesos when I am contracted on the other side in the United States",going give 1000 pesos contracted side united states,2,1.0,Migration Motivation
So we came to Monterrey and the next week we were already at the contracting center in Piedras Negras and we came to work in Arkansas,came monterrey next week already contracting center piedras negras came work arkansas,185,0.5347271187876229,Migration Motivation
"Rather they gave you a card and when I was contracted for the first time to go irrigate they were forced to give you permission to drive tractors—to drive pick-ups [said in English], to drive a van or to drive a bus—because when we irrigated we had to carry some plates in the van to block the ditches or the sprinklers, or the canals of water",rather gave card contracted first time go irrigate forced give permission drive tractorsto drive pickups said english drive van drive busbecause irrigated carry plates van block ditches sprinklers canals water,-1,0.0,Migration Motivation
"JL:	I never even had the opportunity to say, “I will pass a night dancing, singing, drinking,” or things like that in anyplace at anytime that I was contracted because during that time that I was a bracero",jl never even opportunity say pass night dancing singing drinking things like anyplace anytime contracted time bracero,148,0.6781880270261856,Migration Motivation
So we left because the Bracero Program contract between the United States government and the Mexican government ended,left bracero program contract united states government mexican government ended,-1,0.0,Migration Motivation
ML:	And did the bosses contract any an illegal [undocumented person] who was not formally part of the Bracero Program,ml bosses contract illegal undocumented person formally part bracero program,-1,0.0,Migration Motivation
ML:	After you finished your work contract how difficult was it to get a new contract,ml finished work contract difficult get new contract,4,0.9296774033180571,Migration Motivation
"But in [19]66, my grandmother died and I no longer had control of or motivation to keep working in México because everything turned out bad for me",1966 grandmother died longer control motivation keep working méxico everything turned bad,-1,0.0,Migration Motivation
ML:	Do you feel like the Bracero Program impacted your town in México,ml feel like bracero program impacted town méxico,-1,0.0,Migration Motivation
"JL:	I feel like the Bracero Program impacted all Mexicans—that in some way or another they were touched; they were favored; they were noticed; they were motivated to direct themselves to this nation, because if there would have never been braceros, there wouldn’t be the millions of Mexicans in the United States that there actually are today",jl feel like bracero program impacted mexicansthat way another touched favored noticed motivated direct nation would never braceros wouldnt millions mexicans united states actually today,-1,0.0,Migration Motivation
But I am sure that if it wasn’t for the Bracero Program we Mexicans wouldn’t be in the United States in the way we are today,sure wasnt bracero program mexicans wouldnt united states way today,-1,0.0,Migration Motivation
when the Bracero Program ended there were about twelve braceros from my town,bracero program ended twelve braceros town,36,0.9097303628735569,Migration Motivation
"I am writing to make sure that the Bracero story is told in terms of its spin-offs, corporate ties and the impact of Bracero contracts in San Diego county",writing make sure bracero story told terms spinoffs corporate ties impact bracero contracts san diego county,-1,0.0,Migration Motivation
"My father was one of the first contractors in San Diego county who worked successfully for Sunkist growers, serving Mexican food with fresh tortillas, lots of beans and rice and meat",father one first contractors san diego county worked successfully sunkist growers serving mexican food fresh tortillas lots beans rice meat,-1,0.0,Migration Motivation
"One, in particular, Roy Workman, who was married to a Mexican, was responsible for contract workers",one particular roy workman married mexican responsible contract workers,-1,0.0,Migration Motivation
Roy liked my dad and handled my dad's special contracts with Sunkist,roy liked dad handled dads special contracts sunkist,3,0.9600286209511583,Migration Motivation
"Together, C&R and Sunkist developed contracts to feed workers at Sunkist labor camps",together cr sunkist developed contracts feed workers sunkist labor camps,-1,0.0,Migration Motivation
"The Julian Samora Research Institute at Michigan State University published booklet that my mother wrote, covering aspects of the Rochin business and bracero program",julian samora research institute michigan state university published booklet mother wrote covering aspects rochin business bracero program,36,0.28740384684152265,Migration Motivation
