Original Sentence,Cleaned Sentence,Predefined Topic,BERTopic Topic,Topic Probability
"Porque pos en eso hay, hay hasta abuso de la novia con el novio, ¿cierto o no cierto",pos abuso novia novio cierto cierto,Violence / Violencia,9,0.5032692825523508
"Le guardé su lugar y pos sí, los primeros días sí sufrió y sufrí yo, porque pos levantaba poco maíz y todo",guardé lugar pos primeros días sufrió sufrí pos levantaba maíz,Violence / Violencia,5,0.9959860475280796
"SJ:	Sí, y llevaba el saco, sí, la saca como si hubiera sido un palo, derechita, yo igual, porque piscábamos recio los dos",sj llevaba saco saca si sido palo derechita igual piscábamos recio dos,Violence / Violencia,296,0.9454611555132425
"Y pos yo no sabía, no guardé la, los tres días, sino a los dos días ahí voy a trabajar, y no me pagaron, los dos días que falté, no",pos sabía guardé tres días sino dos días ahí voy trabajar pagaron dos días falté,Violence / Violencia,121,0.6742412889385556
"MO:	Haz de cuenta que estás en Estados Unidos, porque son unos surcos, están bien derechitos y bien grandes que están, como de una milla, sí",mo haz cuenta unidos surcos bien derechitos bien grandes milla,Violence / Violencia,273,0.6010525242802514
"Y ya lo único que nos quedaba de temporal, de lo que sembrábamos, ya lo guardábamos para… Ya después se compró una vaquita y ya después ya tenía dos y ahí nos íbamos, ahí",único quedaba temporal sembrábamos guardábamos después compró vaquita después dos ahí íbamos ahí,Violence / Violencia,-1,0.0
"VM:	Mandaban la lista, mandaban la lista y este, entonces, le decíamos: “No”, le digo, este, ya derechito a uno del sindicato, de los secretarios de este, del sindicato",vm mandaban lista mandaban lista entonces decíamos digo derechito sindicato secretarios sindicato,Violence / Violencia,-1,0.0
"De ésas que me dice: “Ahí le dije que te pusiera el doble pa que se le quitara”, dice, “porque si no lo iba yo a castigar a él, ya no le voy a mandar gente”",ésas dice ahí dije pusiera doble pa quitara dice si iba castigar voy mandar gente,Violence / Violencia,-1,0.0
"Entonces yo cuando dejaba los centavitos, a veces se los daba yo al mayordomo que me los guardara",entonces dejaba centavitos veces daba mayordomo guardara,Violence / Violencia,-1,0.0
"Pero afortunadamente lleva parte de lo que yo mandaba para acá yo me guardaba unos $10, $20 dólares para lo que se ofreciera y ya, dice: “Bueno, pos si quieres llévate algo, yo tengo”",afortunadamente lleva parte mandaba acá guardaba 10 20 dólares ofreciera dice bueno pos si quieres llévate,Violence / Violencia,77,0.6820971842088611
"Y ahí estuvimos, el ranchito, el lugar donde nos fuimos se llamaba El Álamo, ahí estuvimos",ahí ranchito lugar llamaba álamo ahí,Violence / Violencia,33,0.9415647161627115
Y luego los cocineros que no abrían el comedor porque nosotros llegábamos derechito al comedor para irse a medio dormir y no,luego cocineros abrían comedor llegábamos derechito comedor irse medio dormir,Violence / Violencia,-1,0.0
"Es que cuando estuvimos aquí la primer vez compramos una, entre cuatro, cinco compramos una carcachita que nos costó $30 dólares",aquí primer vez compramos cuatro cinco compramos carcachita costó 30 dólares,Violence / Violencia,77,0.6099889536264899
"No, yo compraba un cheque de banco y este, me lo guardaba muy bien y el que quería traer dinero, pos ya era cosa de él",compraba cheque banco guardaba bien quería traer dinero pos cosa,Violence / Violencia,55,0.21970139449983184
"Es una cosa que…  VD:	No qué, pues sí, los abusos de regreso de allá",cosa vd pues abusos regreso allá,Violence / Violencia,115,0.7159822484098609
"Y ya digo lo mío, pos allá digamos, lo guardaba y lo tenía cuando yo venía",digo pos allá digamos guardaba venía,Violence / Violencia,-1,0.0
"No, no era, no era como para decir: “Voy a guardar muchos dólares para mandarlos a México o guardarlos yo”",decir voy guardar dólares mandarlos méxico guardarlos,Violence / Violencia,-1,0.0
"Yo nunca le he dicho a ella, ni a él, pero sí, ya con esto que usted se está mirando, con este Gobierno que tenemos, hay que estar bien derechito",nunca dicho usted mirando gobierno bien derechito,Violence / Violencia,122,0.7163688223214585
"CR:	Su librito, no, es como, pos creo que es libro, sí, librito, este, ahí lo tengo guardado",cr librito pos creo libro librito ahí guardado,Violence / Violencia,-1,0.0
"CR:	No, pos igual me acuerdo, hay muchas historias, me acuerdo, lo guardo bien, bien",cr pos igual acuerdo muchas historias acuerdo guardo bien bien,Violence / Violencia,451,0.6616437113962038
GC:	Llegaba uno derechito a bañarse porque no le daban de cenar si no se iba a bañar,gc llegaba derechito bañarse daban cenar si iba bañar,Violence / Violencia,-1,0.0
"GC:	Y fíjese que nomás guardé ese que tengo ahí, nomás",gc fíjese nomás guardé ahí nomás,Violence / Violencia,-1,0.0
"VD:	Como un neceser así, una cajita para guardar los cosméticos",vd neceser así cajita guardar cosméticos,Violence / Violencia,52,1.0
"La cajita todavía está, todavía la tenemos con, pos con papeles que tiene uno ahí guardado",cajita todavía todavía pos papeles ahí guardado,Violence / Violencia,38,1.0
"Y yo me salí del sanatorio, yo ganaba $15 pesos porque yo era peluquero, era enfermero, era carpintero y les ayudaba a inyectar a los dotores en la noche, cuando me tocaba de guardia",salí sanatorio ganaba 15 pesos peluquero enfermero carpintero ayudaba inyectar dotores noche tocaba guardia,Violence / Violencia,101,0.5118705308765347
"O sea la estación de Apulco y Metepec, el ranchito está en medio, entonces había más conocidos en la estación de Apulco que en Metepec, pues no había muchos, pero no había correo ahí, siendo el municipio no había correo, creo que ni hay",estación apulco metepec ranchito medio entonces conocidos estación apulco metepec pues correo ahí siendo municipio correo creo,Violence / Violencia,-1,0.0
"Hasta que le dije: “Ya párale mano, Dios nos va a castigar”",dije párale mano dios va castigar,Violence / Violencia,51,1.0
"Iba un muchachito de Guerrero, de Morelos, como de unos quince años yo creo, yo lo vi muy jovencito y cortó unas matas de lechuga con el azadón y el mayordomo fue y le dio una cachetada, el japonés",iba muchachito guerrero morelos quince años creo vi jovencito cortó unas matas lechuga azadón mayordomo dio cachetada japonés,Violence / Violencia,138,0.04279010339796504
"20 centavos y se va derechito a una coladera y, ¡chin pa adentro",20 centavos va derechito coladera chin pa adentro,Violence / Violencia,-1,0.0
"Ya de ahí salí, pero ya no salí a la carretera, entonces atravesé todo el algodonal y me fui derechito al Campo Estrella",ahí salí salí carretera entonces atravesé algodonal derechito campo estrella,Violence / Violencia,168,0.6384002752541701
"Tu dinero déjamelo aquí, yo te lo guardo, cuando tú lo necesites pídemelo”",dinero déjamelo aquí guardo necesites pídemelo,Violence / Violencia,1,0.9307314451873437
"Ahí estuvimos con él, este Raúl precisamente el que le digo que era de Tlaxcala, era amigo de el Indio, el que andaba de guardaespaldas con Pedro, un grandote, el que era motociclista",ahí raúl precisamente digo tlaxcala amigo indio andaba guardaespaldas pedro grandote motociclista,Violence / Violencia,210,0.6775777357529333
"Y después cuando estaba yo allá en Madero y Palma, conocí a una señora que fue, no sé si fue esposa o amante de ese mentado Indio, del guardaespaldas de Pedro y tenía un hijo de él y lo llevó a platicar conmigo esa señora",después allá madero palma conocí señora sé si esposa amante mentado indio guardaespaldas pedro hijo llevó platicar conmigo señora,Violence / Violencia,12,0.6653809369202803
"Máquinas gigantescas trabajando, yo no sé qué guarden en ese cerro o qué hacen o qué hacían, porque dicen que todo el cerro ese está agujerado, ahí donde estaba en Arizona",máquinas gigantescas trabajando sé guarden cerro hacen hacían dicen cerro agujerado ahí arizona,Violence / Violencia,63,0.5015835990392025
"Él en el día casi no comía, un sandwichito partido en dos con mermelada, era lo que comía",día casi comía sandwichito partido dos mermelada comía,Violence / Violencia,258,0.27354486237575865
"Ahí taba notificado, pero créeme que yo nuca tuve esa idea de guardar un papel de esos, nunca jamás, no, cuando me vine, tiré todo",ahí taba notificado créeme nuca idea guardar papel nunca jamás vine tiré,Violence / Violencia,38,0.7553283345636395
", de haber guardado esta mica nada más, porque los demás papelitos, los recibitos de pago y esas cosas",haber guardado mica demás papelitos recibitos pago cosas,Violence / Violencia,1,1.0
"Y esos borrachitos están ahí en la mañana porque les vende un vino, que dice que son pollas, entonces ese vino según ellos están ahí porque el que va pues, ¿verdá",borrachitos ahí mañana vende vino dice pollas entonces vino según ahí va pues verdá,Violence / Violencia,271,0.396039816631135
"Le da un borrachito un, una copa de esas que le dije a usted, se la toma el borracho, ¿verdá",da borrachito copa dije usted toma borracho verdá,Violence / Violencia,172,1.0
Me traía y por ahí lo guardaba y por ahí en una esquinita me lo comía yo porque no quería la manager que yo comiera ahí,traía ahí guardaba ahí esquinita comía quería manager comiera ahí,Violence / Violencia,3,0.8639471399021623
"HC:	Porque le voy a tener guardado un casete, ¿verdá",hc voy tener guardado casete verdá,Violence / Violencia,-1,0.0
"Y este, tengo mis trajes, tengo mi par de botas, unas que me traje de Chicago y otras que compré aquí y las tengo guardadas, todo tengo guardado",trajes par botas unas traje chicago compré aquí guardadas guardado,Violence / Violencia,87,0.30540493765260945
"Pero caí a otro ranchito ya jue el [19]50, caímos a otro ranchito, pero ya nos contratamos en Chihuahua",caí ranchito jue 1950 caímos ranchito contratamos chihuahua,Violence / Violencia,443,1.0
"Te voy a decir por qué mira, una vez estando yo en Stockton, que estábanos con calma, andábanos tumbando el elote, lo desahijamos la milpa chiquita, después ya más grande, y luego ya estaba en elote, cuando estaba el elote te dan unas brochitas con que se enjabonaba uno pa hacerse la rasura y un bote de polvo",voy decir mira vez stockton estábanos calma andábanos tumbando elote desahijamos milpa chiquita después grande luego elote elote dan unas brochitas enjabonaba pa hacerse rasura bote polvo,Violence / Violencia,65,0.9633548299023846
"Ese bote, esa brochita la metes al bote y se lo vas echando al elote en los cabellitos que salen del elote pa que no le entren gusanos y se quede el grano",bote brochita metes bote vas echando elote cabellitos salen elote pa entren gusanos quede grano,Violence / Violencia,-1,0.0
"Pero en la estación del tren, de ferrocarril en Mexicali había un señor del rancho de nosotros, se llamaba José Guerrero, taba mochito de una mano",estación tren ferrocarril mexicali señor rancho llamaba josé guerrero taba mochito mano,Violence / Violencia,197,1.0
"Pero en eso llegaba un viejito, lo vimos muchas veces y entonces sin darnos cuenta, llegaba el viejito, llegaba un carro y lo dejaba ahí en la estación del tren y platicaba mucho con ese José Guerrero del rancho de nosotros, era mochito mucho platicaba con él, pero no sé, un día le dijo un cuñado mío que se llamaba Concepción Cano, dice: “Oye Guerrero, ¿quién es éste",llegaba viejito vimos muchas veces entonces darnos cuenta llegaba viejito llegaba carro dejaba ahí estación tren platicaba josé guerrero rancho mochito platicaba sé día dijo cuñado llamaba concepción cano dice oye guerrero quién éste,Violence / Violencia,7,1.0
Diario lo llevaba a la estación de tren a platicar con ese mochito porque estaba más fresco ahí y ésa era su vida del viejito,diario llevaba estación tren platicar mochito fresco ahí ésa vida viejito,Violence / Violencia,14,0.4061873482095717
JG:	Pos uno con otro porque pos ahí  mochito como quedaba,jg pos pos ahí mochito quedaba,Violence / Violencia,52,1.0
"Le encargué, le daba yo los cheques así como los cobraba, así se los daba a guardar, de $60, de $80, de $40 y ya cuando me dijeron que ya se había acabado la chamba, pues nos venimos",encargué daba cheques así cobraba así daba guardar 60 80 40 dijeron acabado chamba pues venimos,Violence / Violencia,-1,0.0
"HL:	Sí, allá a la, ahí a los doctores, me acuerdo que me llegó en abril o en mayo; no, en marzo y pues sí, yo fui derechito para allá, pero pos ahí estuvo lo malo",hl allá ahí doctores acuerdo llegó abril mayo marzo pues derechito allá pos ahí malo,Violence / Violencia,46,1.0
", floja, siempre todo el tiempo me ha gustado trabajar y guardar mi dinero",floja siempre tiempo gustado trabajar guardar dinero,Violence / Violencia,129,1.0
Ya Hitler estaba abarcando muchísimos países por Europa y matando gente y todo eso,hitler abarcando muchísimos países europa matando gente,Violence / Violencia,2,0.7868155071460909
"LS:	Pero yo entonces ya, ya fui yo astuto, ya cheque que guardaba yo iba ahorrando mi dinero, por eso, por eso es que compré yo esa casa, si no tuviera yo acá así, si me ha atenido a mi tía, no que me roba, me va a querer o me va, así estuviera, verdad de Dios",ls entonces astuto cheque guardaba iba ahorrando dinero compré casa si acá así si atenido tía roba va querer va así verdad dios,Violence / Violencia,22,0.612158977064903
"No, ya, ya este, pues estaba uno dispuesto, digo si pues hubiera ganado Hitler la batalla, a la mejor hasta, hasta nosotros hubiéramos sido, nos hubieran agarrado allá",pues dispuesto digo si pues ganado hitler batalla mejor sido agarrado allá,Violence / Violencia,-1,0.0
"En el radio, donde quiera, lo de Hitler estaba haciendo mucha matazón y que, y ya invadió Polonia, que París, que Francia y está haciendo, pues cordones de mujeres, hombres, niños, todos a las cámaras de gases y todo",radio quiera hitler haciendo mucha matazón invadió polonia parís francia haciendo pues cordones mujeres hombres niños cámaras gases,Violence / Violencia,57,0.7288555172252155
"Creo por ahí tienen mis hijos unos libros que compré, ahí, por ejemplo, Los Hornos de Hitler",creo ahí hijos libros compré ahí ejemplo hornos hitler,Violence / Violencia,-1,0.0
"VD:	No directamente en el campo, sino, digamos como, les digamos en la retaguardia productiva, eso",vd directamente campo sino digamos digamos retaguardia productiva,Violence / Violencia,-1,0.0
"Ya entonces fuimos y hablamos con el mayordomo y le dijimos: “Mire, encontramos esto, este caminito va derechito ahí a ese sótano”",entonces hablamos mayordomo dijimos mire encontramos caminito va derechito ahí sótano,Violence / Violencia,-1,0.0
"MS:	Porque era, sí, porque era este, para mí, dijo que era, era, es un este, como almacén de las cosas del ferrocarril, ahí guardaban durmientes o lo que fuera, ¿no",ms dijo almacén cosas ferrocarril ahí guardaban durmientes,Violence / Violencia,14,0.569670171340713
"Y, ah, ya me acordé, ve está bien trabajando, ese sótano era juntitito a donde estaba una este, un cuartucho donde guardaban los estos, los, ¿cómo se llaman",ah acordé bien trabajando sótano juntitito cuartucho guardaban cómo llaman,Violence / Violencia,33,0.9711141555544074
"Ése estaba juntitito a una, a una de esas casetas, casetas de las guardavías, ahí había tres, tres de esos vagoncitos",ése juntitito casetas casetas guardavías ahí tres tres vagoncitos,Violence / Violencia,32,0.6696209179027546
"Las escuadras que había a los dos lados de ese lado, estaban resguardadas, había resguardo que no se metiera más gente por el otro lado, donde están los lados",escuadras dos lados lado resguardadas resguardo metiera gente lado lados,Violence / Violencia,52,1.0
MG:	A divertirnos ahí para guardarnos el día lunes,mg divertirnos ahí guardarnos día lunes,Violence / Violencia,28,0.6403564367793251
"Pero la gallina era frijoles con papas y un cachito ahí de papa y unos dos frijoles nadando en el caldito, y eso era la gallina con papas, era con papas",gallina frijoles papas cachito ahí papa dos frijoles nadando caldito gallina papas papas,Violence / Violencia,-1,0.0
"Y que le van echando una, que le van sirviendo su platillo con unos dos cachitos de papa y este, unos dos frijoles nadando",van echando van sirviendo platillo dos cachitos papa dos frijoles nadando,Violence / Violencia,-1,0.0
"Bueno, pues otro día igual, le digo yo: “Como que me da espinita ése canijo dueño, sólo eso ha de tener de película, un cachito”, (risas) y le dije yo, le digo, “mira y mira toca”, y les dije a los otros compañeros, “y no, vayan ustedes y verán, a ver si, a ver si se los interrumpen”",bueno pues día igual digo da espinita ése canijo dueño sólo tener película cachito risas dije digo mira mira toca dije compañeros vayan ustedes verán ver si ver si interrumpen,Violence / Violencia,11,0.30911960688344897
"Y dice: “Les aviso que nunca, cuando vayan al pueblo, nunca vayan a decir que son cuadrilla Tijeras de Oro porque los van a ir a golpear, o si no, pregúnteles a los otros",dice aviso nunca vayan pueblo nunca vayan decir cuadrilla tijeras oro van ir golpear si pregúnteles,Violence / Violencia,13,0.6997045699732315
"Dice: “Se los van a ir a golpear”, dice, “y no, no puede uno decir: «No, que yo soy Sansón, que yo son karateca», no, porque ahí, si nosotros somos cuarenta nomás en la cuadrilla, somos nomás cuarenta, no vamos a estar todos ahí en donde toque esa golpiza que le dan a alguno que se le salga decir",dice van ir golpear dice puede decir sansón karateca ahí si cuarenta nomás cuadrilla nomás cuarenta vamos ahí toque golpiza dan alguno salga decir,Violence / Violencia,-1,0.0
"MG:	Nos trataron de seguir y seguían…  VD:	Y, ¿los querían golpear o sólo los molestaban",mg trataron seguir seguían vd querían golpear sólo molestaban,Violence / Violencia,215,0.4286703895007531
"Ya no anduvo buscando mucho, sí salíamos al pueblito, entrábamos y salíamos por una calle y entrábamos por otra, salíamos tramitos, pa los ranchitos, pa las huertas",anduvo buscando salíamos pueblito entrábamos salíamos calle entrábamos salíamos tramitos pa ranchitos pa huertas,Violence / Violencia,-1,0.0
"No, no halló más, nomás éramos nosotros, pero ya tenía cuatro o cinco en su guardado que tenía ahí",halló nomás cuatro cinco guardado ahí,Violence / Violencia,94,1.0
"Y yo trabajaba con negritos, a veces con pochitos y a veces así con, hasta griegos",trabajaba negritos veces pochitos veces así griegos,Violence / Violencia,-1,0.0
"MA:	Los guarda carros, este, el que andaba ahí cuidando el campo, un este, parece que era holandés",guarda carros andaba ahí cuidando campo parece holandés,Violence / Violencia,79,1.0
"MA:	Sí, porque del ranchito on tábamos nosotros, nomás era una casa y un establo que estaba ahí, un ranchito onde nos vendían leche",ranchito tábamos nomás casa establo ahí ranchito onde vendían leche,Violence / Violencia,-1,0.0
"MZ:	Bueno, lo guardaban los papás para seguir comiendo, pos para comer y pa todo",mz bueno guardaban papás seguir comiendo pos comer pa,Violence / Violencia,-1,0.0
Allá nos dábamos cuenta que en el ranchito julano estaba un señor que apunta pa llevar cobrando cierta cantidad,allá dábamos cuenta ranchito julano señor apunta pa llevar cobrando cierta cantidad,Violence / Violencia,-1,0.0
"Ya en la tarde nos embarcaban, nos daban de comer para lonche unos sandwichitos nomás y allí íbamos en el tren",tarde embarcaban daban comer lonche sandwichitos nomás allí íbamos tren,Violence / Violencia,14,0.38295932505205615
"Creyó que yo iba, yo creo, a golpear o alguna cosa",creyó iba creo golpear alguna cosa,Violence / Violencia,-1,0.0
"MZ:	Sí, porque como te digo, aunque fuera poco, pero si lo sabía uno guardar o ahorrar, pos sí, porque habíamos unos compañeros que pos no ahorraban y se la pasaban en",mz digo aunque si sabía guardar ahorrar pos compañeros pos ahorraban pasaban,Violence / Violencia,1,1.0
"Aunque de todas maneras, no hacía uno mucho, porque como iba uno cada año, por ejemplo, lo que traía uno pos llegaba uno al rancho, pos lo guardaba uno nomás que pa su pasaje del año que seguía",aunque todas maneras hacía iba cada año ejemplo traía pos llegaba rancho pos guardaba nomás pa pasaje año seguía,Violence / Violencia,-1,0.0
"Entonces, ya de allí otra vez, como te digo, nomás guardaba uno su pasaje y lo que le iba uno a pagar al coyote y otro año, ya nomás desde febrero, ya estaba uno al alba pa cuando estuviera apuntando el señor, luego luego, ser de los primeros, luego luego se iba uno de los primeros",entonces allí vez digo nomás guardaba pasaje iba pagar coyote año nomás febrero alba pa apuntando señor luego luego ser primeros luego luego iba primeros,Violence / Violencia,135,0.14888298762396138
"“No, ahora yo no voy”, guardaba el cheque y ya cuando uno ya tenía como unos tres cheques o cuatro, ya",ahora voy guardaba cheque tres cheques cuatro,Violence / Violencia,55,0.7311014120744657
"MZ:	Sí, no, pos nos lo pasábamos trabajando, porque pos allá no se guarda y nomás nos acordábamos de cómo andarán acá en México y cosas así",mz pos pasábamos trabajando pos allá guarda nomás acordábamos cómo andarán acá méxico cosas así,Violence / Violencia,-1,0.0
"SP:	Por ahí por un lado de la camita eran camitas angostitas, como ésas de doblar así, camitas angostitas y ahí guardaba uno al pie, en su cabecera al pie de la cama",sp ahí lado camita camitas angostitas ésas doblar así camitas angostitas ahí guardaba pie cabecera pie cama,Violence / Violencia,20,0.982232904063114
"Ahí guardábamos chivas, había muchos transas que le volaban a uno sus cosas, pero muchos nos cuidábamos",ahí guardábamos chivas transas volaban cosas cuidábamos,Violence / Violencia,70,1.0
"Lo juntaba, pues no sé cómo lo guardaba yo muy bien, que ya cuando tenía algo lo mandaba acá a mi hermana y mi hermana lo metía al banco aquí",juntaba pues sé cómo guardaba bien mandaba acá hermana hermana metía banco aquí,Violence / Violencia,7,1.0
VD:	Pues es que además ya había como muchas protestas porque había mucho abuso,vd pues además muchas protestas abuso,Violence / Violencia,351,1.0
"SP:	Sí le sacaban a uno dinero y si no les quería dar uno, les quitaban su mercancía y el veliz lo traía en la guardarropa, en el equipero del tren",sp sacaban dinero si quería dar quitaban mercancía veliz traía guardarropa equipero tren,Violence / Violencia,14,0.5245847422523031
"Y en el durazno o algo, con una manchita que tuviera el durazno, pal, al dompe, a tirarlo",durazno manchita durazno pal dompe tirarlo,Violence / Violencia,65,1.0
"Y no tenía acá a quién mantener pues, nomás a mi mamá le mandaba, pero ella me lo guardaba, ey",acá quién mantener pues nomás mamá mandaba guardaba ey,Violence / Violencia,31,1.0
"Teníamos que guardarlo, señorita, porque a eso habíamos ido, a traer dinero, bueno, yo pensé siempre en ir por traer dinero, no por dejarlo allá",guardarlo señorita ido traer dinero bueno pensé siempre ir traer dinero dejarlo allá,Violence / Violencia,1,1.0
"Vale, se llegaban a golpear, digamos ya, con la cosa de la tomada, más tardaban en darse un golpe, que en que ya entró la policía",vale llegaban golpear digamos cosa tomada tardaban darse golpe entró policía,Violence / Violencia,125,0.7922345785234227
"PC:	El tipo, los mismos tipos que se le podían guardar, este, para hacer, este, en ese tiempo estaba la guerra en, precisamente en Corea",pc tipo mismos tipos podían guardar hacer tiempo guerra precisamente corea,Violence / Violencia,68,0.19230911419452215
"PC:	Lo que sí nos platicaba, este, en la guerra de, bueno, Hitler, el mayordomo, el que le digo que fue el mayordomo que tuve, que fue una cosa del caos de Estados Unidos, que tuvieron un tiempo que apagar las luces, a las seis de la tarde",pc platicaba guerra bueno hitler mayordomo digo mayordomo cosa caos unidos tiempo apagar luces seis tarde,Violence / Violencia,68,0.5122731556746543
"VD:	Pero…  PC:	Todo Estados Unidos tenía que estar apagado, en el tiempo de Adolfo Hitler",vd pc unidos apagado tiempo adolfo hitler,Violence / Violencia,40,0.9864859890407875
"CS:	Pues lo guardaba en mi bolsa, allí lo traía",cs pues guardaba bolsa allí traía,Violence / Violencia,296,1.0
"Y allí el que trabaja levantaba su cosecha, la guardaba pa todo el año, pal siguiente seguía trabajando pa el siguiente año",allí trabaja levantaba cosecha guardaba pa año pal siguiente seguía trabajando pa siguiente año,Violence / Violencia,-1,0.0
"Que allá sí sembraban se daba el maicito, pero en veces no te ajustaba ni pa la temporada, porque la costumbre de allá, es sembrar en las aguas, se daba como su maicito lo recogían y lo guardaban, para seguir viviendo porque no había más trabajos, no había en ninguna, nada",allá sembraban daba maicito veces ajustaba pa temporada costumbre allá sembrar aguas daba maicito recogían guardaban seguir viviendo trabajos ninguna,Violence / Violencia,-1,0.0
"Pues era un ranchito muy… Yo la televisión vine a conocerla, yo creo que ya casi como de cuarenta años, yo",pues ranchito televisión vine conocerla creo casi cuarenta años,Violence / Violencia,78,0.2168744535128631
"Entonces algunos de ellos yo les dije: “Miren, yo les dije muchas veces que guardaran un poquito de lo que ganaban para cuando nos viniéramos”",entonces dije miren dije muchas veces guardaran poquito ganaban viniéramos,Violence / Violencia,-1,0.0
"No, pos guardarlo todo lo que podía uno, tratar de… Había veces que cuando se venía uno de allá, se venía uno con dinero que no era de uno, alguien se lo prestaba para poder venir",pos guardarlo podía tratar veces venía allá venía dinero alguien prestaba poder venir,Violence / Violencia,1,0.8269148924240898
"IR:	Vi la vida más positiva, vi que no era un sistema bueno, ni en México mandar a gente para acá, ni aquí porque era un abuso lo que estaban haciendo las personas desde allá hasta aquí",ir vi vida positiva vi sistema bueno méxico mandar gente acá aquí abuso haciendo personas allá aquí,Violence / Violencia,-1,0.0
"Pues todavía el maíz, el frijol y todo eso sí, lo guardaba uno pa todo el año, pero lo demás tenía uno que venderlo",pues todavía maíz frijol guardaba pa año demás venderlo,Violence / Violencia,82,0.2995003307434903
MG:	Pos también pa mantenernos lo poquito que llevábamos lo guardábanos para mal comer,mg pos pa mantenernos poquito llevábamos guardábanos mal comer,Violence / Violencia,-1,0.0
"Dice: “Vamos a platicar”, dice, “pero no me vayas a echar mentiras porque te voy a castigar”",dice vamos platicar dice vayas echar mentiras voy castigar,Violence / Violencia,9,0.44374866463550744
"AM:	Nos dejaban llevar nuestra ropita, tu pantalón, tus zapatos, tu cachuchita o tu… O pues no, no alcanzaba pa tejana, pues, ¿cómo",dejaban llevar ropita pantalón zapatos cachuchita pues alcanzaba pa tejana pues cómo,Violence / Violencia,87,0.41666759531095166
"Esa vez me tocó un cuchillo muy bueno, digo yo: A ver si lo guardo, pa que me toque mañana",vez tocó cuchillo bueno digo ver si guardo pa toque mañana,Violence / Violencia,159,0.6228426852554703
) que me toca se me hace y más bien me caía un billetito de $20 y yo lo guardaba y yo lo guardaba,toca hace bien caía billetito 20 guardaba guardaba,Violence / Violencia,184,0.5473818178120914
"JH:	Valle es un pueblo grande y el ranchito es, es como un, como vamos suponiendo como Chular y Salinas",jh valle pueblo grande ranchito vamos suponiendo chular salinas,Violence / Violencia,84,0.3877138047159956
"Salimos adelante, y un día de tantos, fíjese, yo una cosechita de trigo de mi parcela que me, que me hice de $80 pesos",salimos adelante día tantos fíjese cosechita trigo parcela hice 80 pesos,Violence / Violencia,-1,0.0
"JH:	En el pantalón, estaban bien guardaditos, bien amarraditos, y luego dice el señor portugués le dio mucha admiración, dijo: “Hoy mismo lo llevas a que te los cambien en Far Ball [Fallbrook] y si no te los cambias, me los llevas pa, pa renovártelos”",jh pantalón bien guardaditos bien amarraditos luego dice señor portugués dio mucha admiración dijo hoy mismo llevas cambien far ball fallbrook si cambias llevas pa pa renovártelos,Violence / Violencia,-1,0.0
"Pero nos daban $45 o $46, y los traiba bien guardados, no los cambiaba",daban 45 46 traiba bien guardados cambiaba,Violence / Violencia,184,0.9864990291803865
"Entonces, ya como quiera hice el dinero y lo traiba bien guardado",entonces quiera hice dinero traiba bien guardado,Violence / Violencia,1,1.0
"Eran livianitos los sacos, y aquí, este que tenía aquí, tenía dos ganchitos, nos atravesábamos y en un ratitito los llenábanos, hasta la mesa",livianitos sacos aquí aquí dos ganchitos atravesábamos ratitito llenábanos mesa,Violence / Violencia,-1,0.0
"Y la llenábanos y bien la apretábanos, cuando ya se llenaba la parábamos, quedaba parada derechita",llenábanos bien apretábanos llenaba parábamos quedaba parada derechita,Violence / Violencia,-1,0.0
"LZ:	Pues no guardaba mucho, pero sí, pos podíamos mantenernos y…  AA:	¿Ahí también cocinaban ustedes",lz pues guardaba pos podíamos mantenernos aa ahí cocinaban ustedes,Violence / Violencia,-1,0.0
"Ya después últimamente ya me metí de guardia, ahí en una escuela pasando muchachillos",después últimamente metí guardia ahí escuela pasando muchachillos,Violence / Violencia,42,0.6904409305094613
"Y yo cuando me quería irme, yo hacía puros money orders a nombre mío y los iba guardando",quería irme hacía puros money orders nombre iba guardando,Violence / Violencia,1,1.0
"AZ:	Pues a veces que lo guardaba uno, en alguna cosa lo guardaba",az pues veces guardaba alguna cosa guardaba,Violence / Violencia,74,0.6081655921051106
"En una ocasión yo guardé, pues eran como $1,000 dólares y el mayordomo fue allá a agarrar unas cosas y vio el dinero y me dijo: “¿Por qué tienes el dinero ahí",ocasión guardé pues 1000 dólares mayordomo allá agarrar unas cosas vio dinero dijo dinero ahí,Violence / Violencia,-1,0.0
"Sí se hacían huelgas que no querían entrar a trabajar y veces que no entraban a trabajar, y pues si uno entraba a trabajar lo amenazaban, lo querían a uno golpear a veces",hacían huelgas querían entrar trabajar veces entraban trabajar pues si entraba trabajar amenazaban querían golpear veces,Violence / Violencia,352,1.0
"Yo voy a irme a México a… Tenía yo una mediana bolita por aquí de una hernia, en el trabajo y me dice: “Mira, te vamos a dar todo lo que tienes tú guardado aquí en la compañía”",voy irme méxico mediana bolita aquí hernia trabajo dice mira vamos dar guardado aquí compañía,Violence / Violencia,-1,0.0
"Me quitaban un 5% de mi cheque para guardármelo y allí ganaba intereses, equis cosa",quitaban 5 cheque guardármelo allí ganaba intereses equis cosa,Violence / Violencia,-1,0.0
Ella va a ser muchachita ya adulta y va a ver que así se puede mover ella”,va ser muchachita adulta va ver así puede mover,Violence / Violencia,-1,0.0
"“Guarde usted sus papeles, de México necesitamos estos papeles, estos otros, estos otros",guarde usted papeles méxico necesitamos papeles,Violence / Violencia,-1,0.0
